"id","name","country","city","website","phone","email","address","created_by","updated_by","created_at","updated_at"
"1299","Innovative Gloves Co., Ltd.","THAILAND","HATYAI, SONGHKLA"," http://www.innovativeglove.com","6674502251",,"Innovative Gloves Co., Ltd.
830 Moo 4 Sanambin-Ban Klang Rd., Kuanlang, 90110 Hatyai, Songhkla
Thailand","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1300","Institut für Arbeitsfähigkeit GmbH","Germany","Mainz"," http://www.arbeitsfaehig.com","4961316039840","gutentag@arbeitsfaehig.com","Fischtorplatz 23, 55116 Mainz Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1301","Institut für Betriebliche Gesundheitsförderung BGF GmbH","Germany","Neumarkt 35-37, 50667 Köln"," http://www.bgf-institut.de","4922127180159","info@bgf-institut.de","Institut für Betriebliche Gesundheitsförderung BGF GmbH
Neumarkt 35-37, 50667 Köln
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1302","INTERNATIONAL PACIFIC INC.","USA","NY",,"12122199325","intl_pacific_inc@hotmail.com","INTERNATIONAL PACIFIC INC. 
15, East 40th Street, Rm.503 
10016 New York, USA","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1303","International Powered Access Federation Ltd. (IPAF)","UK","LA7 7NU Cumbria","ipaf.org ","441539562444","deutschland@ipaf.org","International Powered Access Federation Ltd. (IPAF) 
Moss End Business Village 
LA7 7NU Cumbria, United Kingdom","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1304","INVITALIS GmbH","Germany","Ferdinand-Braun-Str. 22, 85053 Ingolstadt"," http://www.invitalis.com","4984137078090","info@invitalis.com","INVITALIS GmbH
Ferdinand-Braun-Str. 22, 85053 Ingolstadt
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1305","IRC Internacional de Redes y Cuerdas, S.A.","SPAIN","CALLOSA DE SEGURA (ALICANTE)"," http://www.ircsa.com","34965311762","info@ircsa.com","IRC Internacional de Redes y Cuerdas, S.A.
P.O. Box 111, 03360 Callosa de Segura (Alicante) 
Carretera Callosa-Catral Km 1,2, 03360 Callosa de Segura (Alicante)
Spain","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1306","Ismont Textil & Berufsbekleidungs GmbH","GERMANY","DÜSSELDORF"," http://www.ismont.de","4921130155890","info@ismont.de","Ismont Textil & Berufsbekleidungs GmbH
Hüttenstr. 1, 40215 Düsseldorf
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1307","iTOOLS I/S","DENMARK","ODDER"," http://itools.dk","4553533315","mail@itools.dk","iTOOLS I/S
Skovdalsvej 4, 8300 Odder
Denmark","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1308","Jaffson Enterprises (Pvt) Ltd.","Pakistan","51310 Sialkot","jaffson.com ","92523542901","export@jafferson.com","Jaffson Enterprises (Pvt) Ltd. 
Saleem Town, Pasrur Road 
51310 Sialkot, Pakistan
P.O. Box 533
51310 Sialkot, Pakistan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1309","JAPA INTERNATIONAL LTD","UK","BIRMINGHAM"," http://www.uniform4u.co.uk","447581887777","sales@dailysafe.co.uk","JAPA INTERNATIONAL LTD
3 Boldmere Road, B73 5UY Birmingham
United Kingdom of Great Britain and Northern Ireland","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1310","Javed Gloves (Pvt) Ltd","Pakistan","38000 Faisalabad","javedgloves.com ","92412693640","export@javedgloves.com","Javed Gloves (Pvt) Ltd 
Qadarabad Chowk Muradabad, G.M.Abad 
38000 Faisalabad, Pakistan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1311","Jedermann-Verlag GmbH","Germany","Mittelgewannweg 15, 69123 Heidelberg"," http://www.jedermann.de","49622114510","g.willen@jedermann.de","Jedermann-Verlag GmbH
Mittelgewannweg 15, 69123 Heidelberg
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1312","Jinfuyu Industrial Co. Ltd.","Taiwan"," New Taipei City","jfymasks.com.tw ","886226902271","jfy@jfymasks.com.tw","Jinfuyu Industrial Co. Ltd. 
8F-2, No. 159, Sec. 1 Hsin Tai Wu Rd.
22175 Hsi-Chih City, New Taipei City, Taiwan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1313","Jinggongyi Hardware & Electrical Appliance Co., Ltd.","Hong kong","Room 01, 21/F, Prosper Commercial, Building, 9 Yin Chong Street, 999077 Hongkong"," http://www.terysafe.com","85281209905","terysafeshower@163.com","Jinggongyi Hardware & Electrical Appliance Co., Ltd.
Room 01, 21/F, Prosper Commercial, Building, 9 Yin Chong Street, 999077 Hongkong
China, Hongkong, Special Administrative Region","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1314","JMP International Sp. z o.o.","Poland","85-449 Bydgoszcz","jmpinter.com ","48523719195","export@jmpinter.com","JMP International Sp. z o.o. 
ul. Czyzykowa 9 
85-449 Bydgoszcz, Poland","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1315","JS GLOVES Szewczyk sp. j.","Poland","Królewska 23, 05-822 Milanówek"," http://www.js-gloves.eu","48227583498","biuro@js-gloves.pl","JS GLOVES Szewczyk sp. j.
Królewska 23, 05-822 Milanówek
Poland","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1316","JUTEC Hitzeschutz und Isoliertechnik GmbH","Germany","Mellumstr. 23-25, 26125 Oldenburg"," http://www.jutec.com","49441300990","info@jutec.com","JUTEC Hitzeschutz und Isoliertechnik GmbH
Postfach 3020, 26020 Oldenburg 
Mellumstr. 23-25, 26125 Oldenburg
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1317","KA CHUN GARMENT Co., Ltd.","CHINA"," China","kachun.com.cn ","8675723331223","info@kachun.com.cn","KA CHUN GARMENT Co., Ltd. 
No.40-45, Baichen Road, No.105 National Highway, Chencun,
528313 Foshan, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1318","KADEMATIC Seenotrettungsgeräte GmbH","Germany","ABC-Str. 16, 22880 Wedel"," http://www.kadematic.de","4941031211880","info@kadematic.de","KADEMATIC Seenotrettungsgeräte GmbH
ABC-Str. 16, 22880 Wedel
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1319","Kaifeng Group Co. Ltd.","China"," Zhejiang","chinakaifeng.com ","8657987066376","sales@chinakaifeng.com","Kaifeng Group Co. Ltd. 
Huku Industrial Area 
321307 Yongkang, Zhejiang, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1320","KARASA GENERAL TRADING LLC","U.A.E.","DUBAI 44657","rameswar.com ","913322438725","meghna0811@gmail.com","KARASA GENERAL TRADING LLC 
Office 103, Albatten Bld Next to Remas Hotel Diera, Murshid Bazar
DUBAI 44657, United Arab Emirates
P.O. Box 44658
DUBAI 44657, United Arab Emirates","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1321","KARIN Srl","Italy","20012 Cuggiono (Mi)","karin.it ","390238100383","info@karin.it","KARIN Srl 
Via De Agostini 43 
20012 Cuggiono (Mi), Italy","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1322","Karlowsky Fashion GmbH","Germany","Am Stadtweg 2, 39164 Wanzleben-Börde OT Hohendodeleben"," http://www.karlowsky.de","493920491280","info@karlowsky.de","Karlowsky Fashion GmbH
Am Stadtweg 2, 39164 Wanzleben-Börde OT Hohendodeleben
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1323","KATALYST TECHTEX LLP","India","New Delhi","kattex.com/","1141706796","umesh@kattex.com
","Unit 341, DLF Prime Towers, F79-80, Okhla Phase 1, 110020 New Delhi
India
","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1324","Kaya Yapi San. ve Tic. A.S.","Turkey","41480 Kocaeli","kayasafety.com ","902626771900","export@kayasafety.com","Kaya Yapi San. ve Tic. A.S. 
GOSB 1000. Sk. No: 1015 Cayirova 
41480 Kocaeli, Turkey","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1325","KIND Arbeitssicherheit GmbH","Germany","Berkhopstr. 3a, 30938 Großburgwedel"," http://www.kind-arbeitssicherheit.de","49513989940","info@kind-arbeitssicherheit.de","KIND Arbeitssicherheit GmbH
Postfach 12 63, 30928 Großburgwedel 
Berkhopstr. 3a, 30938 Großburgwedel
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1326","KISTERS AG","GERMANY","DUISBURG"," http://ehs.kisters.de","4920337880","ehs@kisters.de","KISTERS AG
Arnold-Dehnen-Str. 49, 47138 Duisburg
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1327","Kivanc Kimya San. ve Tic. A.S.","Turkey","34490 Ikitelli/ISTANBUL","kivancgroup.com ","902126712800","info@kivancgroup.com","Kivanc Kimya San. ve Tic. A.S. 
Ikitelli OSB Aykosan Kücük Sanayi Sitesi2. Kisim 5. Ada C Blok No:4
34490 Ikitelli/ISTANBUL, Turkey","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1328","Klopman International SRL","Italy","03100 Frosinone","klopman.com ","390775298467","sales@klopman.com","Klopman International SRL 
Via Armando Vona N. 34 
03100 Frosinone, Italy","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1329","Kohlbrat & Bunz GmbH","Austria","Loretostr. 4-8, 5550 Radstadt"," http://www.kohlbrat-bunz.com","43645271930","office@kohlbrat-bunz.com","Kohlbrat & Bunz GmbH
Loretostr. 4-8, 5550 Radstadt
Austria","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1330","Koma Industrial Gloves Pte Ltd","Singapore","SINGAPORE"," http://www.komagloves.com.sg","6563655288","komaglov@singnet.com.sg","Koma Industrial Gloves Pte Ltd Block 16 Marsiling Industrial Est Rd. 9, #01-33, 739172 Singapore Singapore","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1331","KRAUSE-Werk GmbH & Co. KG","Germany","Am Kreuzweg 3, 36304 Alsfeld"," http://www.krause-systems.com","4966317950","info@krause-systems.de","KRAUSE-Werk GmbH & Co. KG
Am Kreuzweg 3, 36304 Alsfeld
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1332","Krusman Nödduschar AB","Sweden","Transformatorgatan 1, 721 37 Västeras"," http://www.krusman.com","4621149200","info@krusman.se","Krusman Nödduschar AB
Transformatorgatan 1, 721 37 Västeras
Sweden","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1333","KS Glove Co., Ltd.","Korea"," Gyeongbuk","ksgloves.com ","82543311256","top@ksgloves.com","KS Glove Co., Ltd. 
No 596-3, Daejeon-Dong 
770-260 Yeongcheon City, Gyeongbuk, Korea, Republic","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1334","KS Safety, Inc","USA","CA"," http://www.kssafety.com","16262505058","echosun@kssafety.com","KS Safety, Inc
713 W Duarte Rd., Unit G, Suite 833, 91007 Arcadia, CA
USA","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1335","KSE-LIGHTS GmbH","Germany","Thüngenfeld 8, 58256 Ennepetal"," http://www.kse-lights.com","4923339824730","info@kse-lights.com","KSE-LIGHTS GmbH
Thüngenfeld 8, 58256 Ennepetal
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1336","KYOUNGDO Co., Ltd.","KOREA"," Korea","kdss.co.kr ","827046934920","scmarketing@kdss.co.kr","KYOUNGDO Co., Ltd. 
27, Bunseong-ro, 557 beon-gil 
621-917 Gimhae-si, Korea, Republic","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1337","Labbaik International (Partnership)","INDIA","KOLKATA, WEST BENGAL"," http://www.labbaikint.com","3322853503","info@labbaikint.com","Labbaik International (Partnership)
11/H, East Topsia Road, 700 046 Kolkata, West Bengal
India","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1338","LaCont Umwelttechnik GmbH","Germany","Halberstädter Str. 20 A, 39435 Egeln"," http://www.lacont.de","493926898960","info@lacont.de","LaCont Umwelttechnik GmbH
Halberstädter Str. 20 A, 39435 Egeln
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1339","Lakeland Industries Europe Ltd.","UK"," East Yorkshire","lakeland.com/europe ","441430478140","sales-europe@lakeland.com","Lakeland Industries Europe Ltd. 
Jet Park 2, 244 Main Road 
HU15 2PR Newport, East Yorkshire, United Kingdom","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1340","LANCO Dr. Lange GmbH & Co. KG","Germany","Sure Wisch 6, 30625 Hannover"," http://www.lanco.eu","49511956870","info@lanco.eu","LANCO Dr. Lange GmbH & Co. KG
Sure Wisch 6, 30625 Hannover
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1341","LANEX a.s.","Czech Republic","747 23 Bolatice","lanex.cz ","420553751334","lanex@lanex.cz","LANEX a.s. 
Hlucínská 96/1 
747 23 Bolatice, Czech Republic","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1342","Layher Steigtechnik GmbH","Germany","Ochsenbacher Str. 56, 74363 Güglingen"," http://www.layher-steigtechnik.de","497135700","info@layher.com","Layher Steigtechnik GmbH
Ochsenbacher Str. 56, 74363 Güglingen
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1343","LEATHER INTERNATIONAL SAFETY PRODUCTS PROPRIETORSHIP","India","Kolkata","lisafetyproducts.com/","3218278166","lisafetyproducts@live.com","Vill.-Krolberia, P.O.- Beyonta, Beside, Kolkata Leather Complex, 24 Parganas (S), 743502 Kolkata, W.B.
India
","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1344","Leathertex Gloving (Pvt) Ltd.","Pakistan","54600 Lahore-Gulberg","leathertex.com.pk ","9242111556666","marketing@leathertex.com.pk","Leathertex Gloving (Pvt) Ltd. 
42 - Aurangzeb Block New Garden Town
54600 Lahore-Gulberg, Pakistan
P.O. Box 3171
54600 Lahore-Gulberg, Pakistan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1345","LEBON International S.à.r.l","Luxembourg","Eugène"," http://www.lebonprotection.com","35226493607","legrand.marine@lebonprotection.com","Bureau N° 9C Immeuble Laccolith, 20, rue Eugène Ruppert, 2453 Luxembourg Luxembourg","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1346","LeiKoSi GmbH","GERMANY","KAISERSLAUTERN"," http://www.leikosi.com","4963141477716","Info@leikosi.de","LeiKoSi GmbH
Eselsfürther Bahnhof 1, 67657 Kaiserslautern
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1347","Liberty Shoes Ltd.","India","132001 Karnal","warrior.co.in ","1842252533","exportsales@libertyshoes.com","Liberty Shoes Ltd. 
Liberty House, Liberty Road 
132001 Karnal, India
P.O. Box 103
132001 Karnal, India","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1348","Linde Material Handling GmbH","Germany","Carl-von-Linde-Platz, 63743 Aschaffenburg"," http://www.linde-mh.de","496021990","info@linde-mh.de","Linde Material Handling GmbH
Carl-von-Linde-Platz, 63743 Aschaffenburg
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1349","Louis Steitz Secura GmbH + Co. KG","Germany","Vorstadt 40, 67292 Kirchheimbolanden"," http://www.steitzsecura.de","49635240020","info@steitzsecura.com","Louis Steitz Secura GmbH + Co. KG
Vorstadt 40, 67292 Kirchheimbolanden
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1350","M/S Owais Leather Industries Tahir Shafiq","Pakistan","74900 Karachi","owaisleather.com ","922135116309","owaisgloves@cyber.net.pk","M/S Owais Leather Industries Tahir Shafiq 
Plot No 503-502-501 Street No. 6 SECTOR 7-A Korangi Industrial Area
74900 Karachi, Pakistan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1351","Makrite Industries Inc.","Taiwan","TAIPEI"," http://www.makrite.com","886226982416","sales@makrite.com","Makrite Industries Inc. 11F-5, No. 79, Sec 1, Xintai 5th Rd., 221 Taipei Taiwan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1352","Mallcom (India) Ltd.","India","700 091 Kolkata","mallcomindia.com ","3340161020","sales@mallcomindia.com","Mallcom (India) Ltd. 
EN 12, Sector V , Salt Lake Salt Lake City
700 091 Kolkata, India","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1353","Manufacturas Vinilicas S.L.","Spain","31230 Viana (Navarra)","mavinsa.es ","34948645200","info@mavinsa.com","Manufacturas Vinilicas S.L. 
Ctra. Recajo 22 
31230 Viana (Navarra), Spain","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1354","MAPA SAS","FRANCE","COLOMBES"," http://www.mapa-pro.com","33616963401",,"MAPA SAS
420, rue D'Estiennes D'Orves, 92705 Colombes
France","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1355","Marlow Ropes Ltd.","UK"," East Sussex","marlowropes.com ","441323444444","sales@marlowropes.com","Marlow Ropes Ltd. 
Ropemaker Park, Diplocks Way 
BN27 3GU Hailsham, East Sussex, United Kingdom","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1356","Marst Safety Equipment (Tianjin) Co., Ltd.","China","TIANJIN"," http://www.chinawelken.com","862288823319","welken@chinawelken.com","Marst Safety Equipment (Tianjin) Co., Ltd. No. 36, Fagang South Road, Shuanggang Town, Jinnan District, 300350 Tianjin China","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1357","Martin Technical, Inc.","USA","CO",,"17202053244","sales@martechnical.com","Martin Technical, Inc.
8795 Ralston Road ~245, 80002 Arvada, CO
USA","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1358","MARTOR KG","Germany","Heider Hof 60, 42653 Solingen"," http://www.martor.com","49212258050","info@martor.de","MARTOR KG
Heider Hof 60, 42653 Solingen
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1359","Mascot International A/S","Denmark","8600 Silkeborg","mascot.dk ","4587244742","info@mascot.dk","Mascot International A/S 
Julsøvej 100 
8600 Silkeborg, Denmark [incl. Greenland]","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1360","Max concept Development PTE. LTD","Singapore","SINGAPORE"," http://www.u-luxe.com","6567114966",,"Max concept Development PTE. LTD 152, Beach Road, #14-03 Gateway East,, 189721 Singapore Singapore","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1361","Medz Southeast Asia Sdn Bhd","Malaysia","SUBANG JAYA"," http://www.medz-europe.com","60386014909","info@medz-sea.com","Medz Southeast Asia Sdn Bhd
N-08-22, First Subang, Jalan SS 15/4G, 47500 Subang Jaya
Malaysia","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1362","Mehlhose Antirutschprodukte GmbH","Germany","Gutedelstr. 38-42, 79418 Schliengen"," http://www.mehlhose.de","497635827150","info@mehlhose.de","Mehlhose Antirutschprodukte GmbH
Gutedelstr. 38-42, 79418 Schliengen
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1363","Meißner Sicherheitstechnik GmbH","Germany","August-Nagel-Str. 21, 89079 Ulm-Einsingen"," http://www.meissner-ulm.de","49730596350","info@meissner-ulm.de","Meißner Sicherheitstechnik GmbH
August-Nagel-Str. 21, 89079 Ulm-Einsingen
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1364","Mekap Deri ve Ayakkabi San. Tic A.S.","TURKEY","TRABZON"," http://www.mekap.com","904627114335","info@mekap.com","Mekap Deri ve Ayakkabi San. Tic A.S.
P.O. Box 61, 61900 Trabzon 
Organize Sanayi Bölgesi 8 Cadde No. 3, Arsin, 61900 Trabzon
Turkey","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1365","Metrax GmbH","Germany","Rheinwaldstr. 22, 78628 Rottweil"," http://www.primedic.com","497412570","info@primedic.com","Metrax GmbH
Rheinwaldstr. 22, 78628 Rottweil
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1366","Mexpo International Inc.","USA","CA"," http://www.blossom-disposables.com","15104896800","exhibition@mexpo-glove.com","Mexpo International Inc.
2828 Faber Street, 94587 Union City, CA
USA","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1367","MHS International (UK) Ltd","UK"," Lancs","mhs-international.com ","448450678777","sales@mhs-international.com","MHS International (UK) Ltd 
New Hall Hey Road 
BB4 6HL Rossendale, Lancs, United Kingdom","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1368","Miguel Miranda S.L.","Spain","28031 Madrid","miguelmiranda.net ","34913802750","ventas@miguelmiranda.net","Miguel Miranda S.L. 
Luis I 76 Pol. Ind. Vallecas 
28031 Madrid, Spain","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1369","MILTEX GmbH","Germany","Ohmstr. 2, 68519 Viernheim"," http://www.miltex.de","496204708690","info@miltex.de","MILTEX GmbH
Postfach 14 20, 68504 Viernheim 
Ohmstr. 2, 68519 Viernheim
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1370","Mittelmann Sicherheitstechnik GmbH & Co. KG","Germany","Bessemerstr. 25, 42551 Velbert"," http://www.mittelmann.com","4920519121900","info@mittelmann.com","Mittelmann Sicherheitstechnik GmbH & Co. KG
Bessemerstr. 25, 42551 Velbert
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1371","Moldex-Metric AG & Co. KG","Germany","Tübinger Str. 50, 72141 Walddorfhäslach"," http://www.moldex-europe.com","497127810102","info@moldex-europe.com","Moldex-Metric AG & Co. KG
Tübinger Str. 50, 72141 Walddorfhäslach
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1372","Mottez S.A.","FRANCE","ERQUINGHEM/LYS."," http://www.mottez.com","3332010378","export@mottez.com","Mottez S.A.
Rue des Freres Mahieu, 59193 Erquinghem/Lys.
France","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1373","MPL SL","SPAIN","SANTA EULALIA DE RONÇANA"," http://mplsl.eu","34931024003","mpl@mplsl.eu","MPL SL
Carles Buigas Nau 86 P.i. CAN Magre, 08187 Santa Eulalia de Ronçana
Spain","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1374","MS Textilhandel e.K Inh. Sohail Mushtaq","Germany","Siemensstr.2, 76316 Malsch"," http://www.mus-textilhndel.de","497246946270","ms-textilhandel@t-online.de","MS Textilhandel e.K Inh. Sohail Mushtaq
Siemensstr.2, 76316 Malsch
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1375","MSA Deutschland GmbH","Germany","Thiemannstr. 1, 12059 Berlin"," http://www.msasafety.com","493068860","info.de@msasafety.com","MSA Deutschland GmbH
Thiemannstr. 1, 12059 Berlin
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1376","Naaz Exports Pvt. Ltd.","India","208 010 Kanpur","naazexports.com ","5122462330","naazexportinc@gmail.com","Naaz Exports Pvt. Ltd. 
14-A, 150 Feet Road, Jajmau 
208 010 Kanpur, India","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1377","Nanjing KELISAIKE Safety Equipment Co., Ltd.","CHINA","NANJING"," http://www.njklsk.cn","862587193262","Manager@njklsk.cn","Nanjing KELISAIKE Safety Equipment Co., Ltd.
No. 9 Gaohu Road, 211100 Nanjing
China","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1378","Nantong Jiadeli Safety Products Co., Ltd.","CHINA"," China","jdlsafety.com ","862161372112","aimee.zhao@jdlsafety.com","Nantong Jiadeli Safety Products Co., Ltd. 
Shuangdian Industrial Park C, Rudong County, Jiangsu Province
226404 Nantong, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1379","Narda Safety Test Solutions GmbH","Germany","Sandwiesenstr. 7, 72793 Pfullingen"," http://www.narda-sts.com","49712197320","info.narda-de@l3t.com","Narda Safety Test Solutions GmbH
Sandwiesenstr. 7, 72793 Pfullingen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1380","National Factory for Safety & Security Products L.L.C","U.A.E.","Abu Dhabi"," http://www.nfssp.com","9715511116","info@nfssp.com","Plot No. 139, SR-59, ICAD 3, 92777 Abu Dhabi United Arab Emirates","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1381","Naz Leather Industries Partnership","Pakistan","3-B Small Industrial Estate, 51310 Sialkot"," http://www.nazleather.com","92523255397","naz@skt.comsats.net.pk","Naz Leather Industries Partnership
P.O. Box 1351, 51310 Sialkot 
3-B Small Industrial Estate, 51310 Sialkot
Pakistan","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1382","Niebling Technische Bürsten GmbH","Germany","BURGBERNHEIM"," http://www.niebling.com","49984398940","vertrieb@niebling.com","Niebling Technische Bürsten GmbH Industriestr. 12, 91593 Burgbernheim Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1383","Nierhaus GmbH","Germany","Herforder Str. 145, 32105 Bad Salzuflen"," http://www.nierhaus-knieschoner.de","49522259459","nierhaus@nierhaus.de","Nierhaus GmbH
Postfach 570, 32067 Bad Salzuflen 
Herforder Str. 145, 32105 Bad Salzuflen
Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1384","Nordwest Handel AG","Germany","Dortmund"," http://www.kompass-arbeitsschutz.de","4923122224130","info@kompass-arbeitsschutz.de","Robert-Schuman-Str. 17, 44263 Dortmund Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1385","Northdocks GmbH","Germany","MONHEIM"," http://www.northdocks.com","4943126098621","info@northdocks.com","Northdocks GmbH Heinestr. 3, 40789 Monheim Germany","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1386","NOVAP SAS","France","01100 Oyonnax","wwwnovap.fr ","33474812600","contact@novap.fr","NOVAP SAS 
59, rue Brillat Savarin 
01100 Oyonnax, France
P.O. Box BP130
01104 Oyonnax, France","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
"1387","OSMA TrockNERsysteme GmbH","Austria","9821 Obervellach","osma.at ","4347822910","office@osma.at","OSMA TrockNERsysteme GmbH 
Untervocken 15 
9821 Obervellach, Austria","Anjali",NULL,"2025-06-25 14:13:21","2025-06-25 14:13:21"
